label1,label2,label3,label4
4,24,85,638
4,24,85,639
4,24,85,640
4,25,86,641
4,25,86,642
4,25,86,643
4,25,86,644
4,25,86,645
4,25,86,646
4,25,86,647
4,25,86,648
4,25,86,649
4,25,86,650
4,25,87,651
4,25,87,652
4,25,87,653
4,25,87,654
4,25,87,655
4,25,87,656
5,26,88,657
5,26,88,658
5,26,88,659
5,26,88,660
5,26,89,661
5,26,89,662
5,26,89,663
5,26,89,664
5,26,89,665
5,26,89,666
5,26,89,667
5,26,89,668
5,26,89,669
5,26,89,670
5,26,90,671
5,26,90,672
5,26,90,673
5,26,90,674
5,26,90,675
5,26,90,676
5,26,90,677
5,26,90,678
5,26,90,679
5,26,90,680
5,26,90,681
5,26,90,682
5,27,91,683
5,27,91,684
5,27,92,685
5,27,92,686
5,27,92,687
5,27,92,688
5,27,92,689
5,27,92,690
5,27,92,691
5,27,92,692
5,27,92,693
5,27,92,694
6,30,95,695
6,30,95,696
6,30,95,697
6,30,95,698
6,30,95,699
6,30,95,700
6,30,95,701
6,31,96,702
6,31,96,703
6,31,96,704
6,31,96,705
6,31,96,706
6,32,97,707
6,32,97,708
6,32,97,709
6,32,97,710
6,32,97,711
6,32,97,712
6,32,97,713
6,32,97,714
6,32,97,715
6,32,97,716
6,32,97,717
6,32,97,718
6,32,97,719
6,32,97,720
